17.5,10,12,1,1,1,1.52532,1.51712,1.51184,1,1,1,1.52532,1.51712,1.51184,1,1,1,1.52532,1.51712,1.51184,1,1,1,1.81916,1.7859,1.76783,1,1,1,1.81916,1.7859,1.76783,1,1,1,1,1,1,0,39.9966,257.57,4.93,-257.57,4.33377,0,7,-51.68,4.14792,0,4.3,-43.93,4.24304,-39.78,2.5,39.78,0.249839,31.39,8.7,0,49.9954,0,0
17.5,10,12,1,1,1,1.52532,1.51712,1.51184,1,1,1,1.52532,1.51712,1.51184,1,1,1,1.52532,1.51712,1.51184,1,1,1,1.81916,1.7859,1.76783,1,1,1,1.81916,1.7859,1.76783,1,1,1,1,1,1,0,39.9999,257.57,4.93,-257.57,0.301423,0,7,-51.68,5.74236,0,4.3,-43.93,3.60085,-39.78,2.5,39.78,7.1053,0,8.7,-31.39,56.8342,0,0
17.5,10,12,1,1,1,1.52532,1.51712,1.51184,1,1,1,1.52532,1.51712,1.51184,1,1,1,1.52532,1.51712,1.51184,1,1,1,1.81916,1.7859,1.76783,1,1,1,1.81916,1.7859,1.76783,1,1,1,1,1,1,0,39.9949,257.57,4.93,-257.57,5.63161,51.68,7,0,4.00967,43.93,4.3,0,2.26534,-39.78,2.5,39.78,4.16457,31.39,8.7,0,49.9695,0,0
17.5,10,12,1,1,1,1.52532,1.51712,1.51184,1,1,1,1.52532,1.51712,1.51184,1,1,1,1.52532,1.51712,1.51184,1,1,1,1.81916,1.7859,1.76783,1,1,1,1.81916,1.7859,1.76783,1,1,1,1,1,1,0,39.9997,257.57,4.93,-257.57,7.26746,51.68,7,0,5.41905,43.93,4.3,0,2.3459,-39.78,2.5,39.78,10.1812,0,8.7,-31.39,51.2412,0,0
17.5,10,12,1,1,1,1.52532,1.51712,1.51184,1,1,1,1.52532,1.51712,1.51184,1,1,1,1.52532,1.51712,1.51184,1,1,1,1.81916,1.7859,1.76783,1,1,1,1.81916,1.7859,1.76783,1,1,1,1,1,1,0,39.9981,257.57,4.93,-257.57,4.32549,51.68,7,0,3.57274,0,4.3,-43.93,2.97467,-39.78,2.5,39.78,0.24985,31.39,8.7,0,49.9957,0,0
17.5,10,12,1,1,1,1.52532,1.51712,1.51184,1,1,1,1.52532,1.51712,1.51184,1,1,1,1.52532,1.51712,1.51184,1,1,1,1.81916,1.7859,1.76783,1,1,1,1.81916,1.7859,1.76783,1,1,1,1,1,1,0,40,257.57,4.93,-257.57,0.298215,51.68,7,0,2.92799,0,4.3,-43.93,3.76874,-39.78,2.5,39.78,6.1267,0,8.7,-31.39,55.4148,0,0
17.5,10,12,1,1,1,1.52532,1.51712,1.51184,1,1,1,1.52532,1.51712,1.51184,1,1,1,1.52532,1.51712,1.51184,1,1,1,1.81916,1.7859,1.76783,1,1,1,1.81916,1.7859,1.76783,1,1,1,1,1,1,0,42.9997,0,3,-129.2,4.52354,0,7,-51.68,0.255392,43.93,4.3,0,4.89143,-39.78,2.5,39.78,0.45662,31.39,8.7,0,49.9996,0,0
17.5,10,12,1,1,1,1.52532,1.51712,1.51184,1,1,1,1.52532,1.51712,1.51184,1,1,1,1.52532,1.51712,1.51184,1,1,1,1.81916,1.7859,1.76783,1,1,1,1.81916,1.7859,1.76783,1,1,1,1,1,1,0,39.9992,0,3,-129.2,7.62744,0,7,-51.68,8.37459,43.93,4.3,0,3.23438,-39.78,2.5,39.78,10.519,0,8.7,-31.39,50.0048,0,0
17.5,10,12,1,1,1,1.52532,1.51712,1.51184,1,1,1,1.52532,1.51712,1.51184,1,1,1,1.52532,1.51712,1.51184,1,1,1,1.81916,1.7859,1.76783,1,1,1,1.81916,1.7859,1.76783,1,1,1,1,1,1,0,39.997,0,3,-129.2,4.31434,0,7,-51.68,4.16956,0,4.3,-43.93,4.34297,-39.78,2.5,39.78,0.257014,31.39,8.7,0,49.9962,0,0
17.5,10,12,1,1,1,1.52532,1.51712,1.51184,1,1,1,1.52532,1.51712,1.51184,1,1,1,1.52532,1.51712,1.51184,1,1,1,1.81916,1.7859,1.76783,1,1,1,1.81916,1.7859,1.76783,1,1,1,1,1,1,0,39.9999,0,3,-129.2,0.309056,0,7,-51.68,7.19563,0,4.3,-43.93,3.18918,-39.78,2.5,39.78,7.46543,0,8.7,-31.39,56.6919,0,0
17.5,10,12,1,1,1,1.52532,1.51712,1.51184,1,1,1,1.52532,1.51712,1.51184,1,1,1,1.52532,1.51712,1.51184,1,1,1,1.81916,1.7859,1.76783,1,1,1,1.81916,1.7859,1.76783,1,1,1,1,1,1,0,39.9936,0,3,-129.2,5.69107,51.68,7,0,4.05768,43.93,4.3,0,2.26499,-39.78,2.5,39.78,4.4915,31.39,8.7,0,49.967,0,0
17.5,10,12,1,1,1,1.52532,1.51712,1.51184,1,1,1,1.52532,1.51712,1.51184,1,1,1,1.52532,1.51712,1.51184,1,1,1,1.81916,1.7859,1.76783,1,1,1,1.81916,1.7859,1.76783,1,1,1,1,1,1,0,39.9979,0,3,-129.2,4.43649,51.68,7,0,3.67774,0,4.3,-43.93,3.16748,-39.78,2.5,39.78,0.250648,31.39,8.7,0,49.9943,0,0
17.5,10,12,1,1,1,1.52532,1.51712,1.51184,1,1,1,1.52532,1.51712,1.51184,1,1,1,1.52532,1.51712,1.51184,1,1,1,1.81916,1.7859,1.76783,1,1,1,1.81916,1.7859,1.76783,1,1,1,1,1,1,0,39.9984,129.2,3,0,0.249983,51.68,7,0,1.32766,0,4.3,-43.93,3.91221,-39.78,2.5,39.78,0.249894,31.39,8.7,0,49.9969,0,0
17.5,10,12,1,1,1,1.46557,1.45874,1.45424,1,1,1,1.52532,1.51712,1.51184,1,1,1,1.52532,1.51712,1.51184,1,1,1,1.81916,1.7859,1.76783,1,1,1,1.81916,1.7859,1.76783,1,1,1,1,1,1,0,40,228.73,3.21,-228.73,0.283395,51.68,10,0,1.26441,0,4.3,-43.93,3.71527,-39.78,2.5,39.78,6.14135,0,8.7,-31.39,55.3319,0,0
