17.5,70,10,4,0.45,0.58,0.75,4,10,1,1.81916,1,1.81916,1,1.52532,1,1.52532,1,1,1,1.7859,1,1.7859,1,1.51712,1,1.51712,1,1,1,1.76783,1,1.76783,1,1.51184,1,1.51184,1,1,0,0,-31.39,-39.78,39.78,71.08,-71.08,39.38,0,0,39.9999,8.7,0.270527,2.5,0.81097,7.5,7.65917,11,64.921,0,10.7203,0.739584,0.970518
17.5,70,10,4,0.45,0.58,0.75,4,10,1,1.81916,1,1.81916,1,1.52532,1,1.52532,1,1,1,1.7859,1,1.7859,1,1.51712,1,1.51712,1,1,1,1.76783,1,1.76783,1,1.51184,1,1.51184,1,1,0,0,-31.39,-39.78,39.78,71.08,-71.08,0,-39.38,0,39.9998,8.7,0.545442,2.5,0.805143,7.5,9.0136,11,71.2355,0,10.5992,3.38112,0.529399
17.5,70,10,4,0.45,0.58,0.75,4,10,1,1.81916,1,1.81916,1,1.52532,1,1.52532,1,1,1,1.7859,1,1.7859,1,1.51712,1,1.51712,1,1,1,1.76783,1,1.76783,1,1.51184,1,1.51184,1,1,0,31.39,0,-39.78,39.78,71.08,-71.08,39.38,0,0,40.0875,8.7,2.26502,2.5,6.10008,7.5,19.3699,11,53.6866,0,10.3321,15.597,2.74491
17.5,70,10,4,0.45,0.58,0.75,4,10,1,1.81916,1,1.81916,1,1.52532,1,1.52532,1,1,1,1.7859,1,1.7859,1,1.51712,1,1.51712,1,1,1,1.76783,1,1.76783,1,1.51184,1,1.51184,1,1,0,31.39,0,-39.78,39.78,71.08,-71.08,0,-39.38,0,39.9971,8.7,2.26689,2.5,5.54333,7.5,19.1264,11,53.7789,0,11.2941,10.424,2.59887
9.75,39,8.5,4,0.45,0.58,0.75,4,10,1,1.69592,1,1.81916,1,1.46557,1,1.46557,1,1,1,1.67352,1,1.7859,1,1.45874,1,1.45874,1,1,1,1.66093,1,1.76783,1,1.45424,1,1.45424,1,1,0,16.82,0,0,11.77,16.05,0,22.92,0,0,18.0474,8,0.659822,3,2.2169,5,5.16548,5.84,19.9999,0,4.7392,0.983889,2.24784
9.75,39,8.5,4,0.45,0.58,0.75,4,10,1,1.69592,1,1.81916,1,1.46557,1,1.46557,1,1,1,1.67352,1,1.7859,1,1.45874,1,1.45874,1,1,1,1.66093,1,1.76783,1,1.45424,1,1.45424,1,1,0,16.82,0,0,11.77,16.05,0,0,-22.92,0,18.3245,8,0.502282,3,1.64376,5,1.47837,5.84,24.1992,0,4.90674,1.61035,2.89112
9.75,39,8.5,4,0.45,0.58,0.75,4,10,1,1.69592,1,1.81916,1,1.46557,1,1.46557,1,1,1,1.67352,1,1.7859,1,1.45874,1,1.45874,1,1,1,1.66093,1,1.76783,1,1.45424,1,1.45424,1,1,0,16.82,0,0,11.77,0,-16.05,22.92,0,0,16.9997,8,1.89001,3,2.02153,5,3.30461,5.84,19.9952,0,5.56332,7.74728,1.98686
9.75,39,8.5,4,0.45,0.58,0.75,4,10,1,1.69592,1,1.81916,1,1.46557,1,1.46557,1,1,1,1.67352,1,1.7859,1,1.45874,1,1.45874,1,1,1,1.66093,1,1.76783,1,1.45424,1,1.45424,1,1,0,16.82,0,0,11.77,0,-16.05,0,-22.92,0,15.9788,8,5.74088,3,1.8941,5,3.47151,5.84,19.4955,0,5.65668,4.88815,2.02875
9.75,39,8.5,4,0.45,0.58,0.75,4,10,1,1.69592,1,1.81916,1,1.46557,1,1.46557,1,1,1,1.67352,1,1.7859,1,1.45874,1,1.45874,1,1,1,1.66093,1,1.76783,1,1.45424,1,1.45424,1,1,0,16.82,0,-11.77,0,16.05,0,22.92,0,0,17.0267,8,2.05113,3,0.249905,5,2.97729,5.84,19.9939,0,5.80278,9.68468,2.2833
9.75,39,8.5,4,0.45,0.58,0.75,4,10,1,1.69592,1,1.81916,1,1.46557,1,1.46557,1,1,1,1.67352,1,1.7859,1,1.45874,1,1.45874,1,1,1,1.66093,1,1.76783,1,1.45424,1,1.45424,1,1,0,16.82,0,-11.77,0,16.05,0,0,-22.92,0,16.9997,8,3.5265,3,0.249896,5,0.340266,5.84,19.9952,0,6.32235,8.84816,2.31054
9.75,39,8.5,4,0.45,0.58,0.75,4,10,1,1.69592,1,1.81916,1,1.46557,1,1.46557,1,1,1,1.67352,1,1.7859,1,1.45874,1,1.45874,1,1,1,1.66093,1,1.76783,1,1.45424,1,1.45424,1,1,0,16.82,0,-11.77,0,0,-16.05,22.92,0,0,16.999,8,2.94392,3,0.250393,5,4.39127,5.84,19.9987,0,6.03228,9.95934,1.08669
