9.75,39,8.5,4,0.45,0.58,0.75,4,10,1,1.69592,1,1.81916,1,1.46557,1,1.46557,1,1,1,1.67352,1,1.7859,1,1.45874,1,1.45874,1,1,1,1.66093,1,1.76783,1,1.45424,1,1.45424,1,1,0,16.82,0,-11.77,0,0,-16.05,0,-22.92,0,17.0286,8,4.01894,3,0.251031,5,3.43005,5.84,19.9997,0,6.09027,6.44906,0.899683
9.75,39,8.5,4,0.45,0.58,0.75,4,10,1,1.69592,1,1.81916,1,1.46557,1,1.46557,1,1,1,1.67352,1,1.7859,1,1.45874,1,1.45874,1,1,1,1.66093,1,1.76783,1,1.45424,1,1.45424,1,1,0,0,-16.82,0,11.77,16.05,0,22.92,0,0,16.9966,8,4.72822,3,1.82581,5,0.25117,5.84,22.3593,0,5.93154,3.55926,2.88354
9.75,39,8.5,4,0.45,0.58,0.75,4,10,1,1.69592,1,1.81916,1,1.46557,1,1.46557,1,1,1,1.67352,1,1.7859,1,1.45874,1,1.45874,1,1,1,1.66093,1,1.76783,1,1.45424,1,1.45424,1,1,0,0,-16.82,0,11.77,16.05,0,0,-22.92,0,16.9938,8,6.07978,3,1.15255,5,0.250993,5.84,21.6834,0,5.87184,2.14397,3.07233
9.75,39,8.5,4,0.45,0.58,0.75,4,10,1,1.69592,1,1.81916,1,1.46557,1,1.46557,1,1,1,1.67352,1,1.7859,1,1.45874,1,1.45874,1,1,1,1.66093,1,1.76783,1,1.45424,1,1.45424,1,1,0,0,-16.82,0,11.77,0,-16.05,0,-22.92,0,16.9535,8,7.13686,3,1.89414,5,0.249608,5.84,19.9718,0,5.47036,7.1776,1.6022
9.75,39,8.5,4,0.45,0.58,0.75,4,10,1,1.69592,1,1.81916,1,1.46557,1,1.46557,1,1,1,1.67352,1,1.7859,1,1.45874,1,1.45874,1,1,1,1.66093,1,1.76783,1,1.45424,1,1.45424,1,1,0,0,-16.82,-11.77,0,16.05,0,22.92,0,0,16.9797,8,6.35439,3,0.249738,5,2.60305,5.84,19.9902,0,6.53087,9.25035,1.25576
9.75,39,8.5,4,0.45,0.58,0.75,4,10,1,1.69592,1,1.81916,1,1.46557,1,1.46557,1,1,1,1.67352,1,1.7859,1,1.45874,1,1.45874,1,1,1,1.66093,1,1.76783,1,1.45424,1,1.45424,1,1,0,0,-16.82,-11.77,0,0,-16.05,22.92,0,0,16.9167,8,6.56914,3,0.249993,5,2.52555,5.84,19.9721,0,6.12447,10.2236,0.40275
9.75,39,8.5,4,0.45,0.58,0.75,4,10,1,1.69592,1,1.81916,1,1.46557,1,1.46557,1,1,1,1.67352,1,1.7859,1,1.45874,1,1.45874,1,1,1,1.66093,1,1.76783,1,1.45424,1,1.45424,1,1,0,0,-16.82,-11.77,0,0,-16.05,0,-22.92,0,16.971,8,8.7318,3,0.249997,5,0.249773,5.84,19.9874,0,5.65618,7.91095,0.418423
9.75,39,8.5,4,0.45,0.58,0.75,4,10,1,1.52532,1,1.81916,1,1.52532,1,1.46557,1,1,1,1.51712,1,1.7859,1,1.51712,1,1.45874,1,1,1,1.51184,1,1.76783,1,1.51184,1,1.45424,1,1,0,40.42,-40.42,0,27.47,61.15,-61.15,27.51,0,0,17,5.3,9.03988,3.5,2.39432,5,2.26612,3.5,19.9993,0,6.92237,2.89726,1.48262
9.75,39,8.5,4,0.45,0.58,0.75,4,10,1,1.52532,1,1.81916,1,1.52532,1,1.46557,1,1,1,1.51712,1,1.7859,1,1.51712,1,1.45874,1,1,1,1.51184,1,1.76783,1,1.51184,1,1.45424,1,1,0,40.42,-40.42,0,27.47,61.15,-61.15,0,-27.51,0,16.9997,5.3,10.0733,3.5,1.39075,5,1.7652,3.5,20.2371,0,6.88777,0.988519,1.80099
9.75,39,8.5,4,0.45,0.58,0.75,4,10,1,1.52532,1,1.81916,1,1.52532,1,1.46557,1,1,1,1.51712,1,1.7859,1,1.51712,1,1.45874,1,1,1,1.51184,1,1.76783,1,1.51184,1,1.45424,1,1,0,40.42,-40.42,-27.47,0,61.15,-61.15,27.51,0,0,16.9993,5.3,10.8874,3.5,0.883151,5,1.93337,3.5,19.9976,0,6.66517,4.68821,1.10252
9.75,39,8.5,4,0.45,0.58,0.75,4,10,1,1.52532,1,1.81916,1,1.52532,1,1.46557,1,1,1,1.51712,1,1.7859,1,1.51712,1,1.45874,1,1,1,1.51184,1,1.76783,1,1.51184,1,1.45424,1,1,0,40.42,-40.42,-27.47,0,61.15,-61.15,0,-27.51,0,16.9984,5.3,11.0048,3.5,0.250174,5,1.44152,3.5,21.0065,0,6.29659,3.23177,1.30581
9.75,39,8.5,4,0.45,0.58,0.75,4,10,1,1.46557,1,1.81916,1,1.52532,1,1.52532,1,1,1,1.45874,1,1.7859,1,1.51712,1,1.51712,1,1,1,1.45424,1,1.76783,1,1.51184,1,1.51184,1,1,0,98.15,-22.38,0,27.47,0,-31.01,31.01,0,0,16.9999,2.4,10.4018,3.5,3.44183,4.5,2.20326,4.5,20.0483,0,5.68962,3.10895,1.09338
9.75,39,8.5,4,0.45,0.58,0.75,4,10,1,1.46557,1,1.81916,1,1.52532,1,1.52532,1,1,1,1.45874,1,1.7859,1,1.51712,1,1.51712,1,1,1,1.45424,1,1.76783,1,1.51184,1,1.51184,1,1,0,98.15,-22.38,0,27.47,0,-31.01,0,-31.01,0,16.9987,2.4,11.2136,3.5,3.25879,4.5,0.252503,4.5,21.3772,0,6.95879,1.5155,1.19309
9.75,39,8.5,4,0.45,0.58,0.75,4,10,1,1.46557,1,1.81916,1,1.52532,1,1.52532,1,1,1,1.45874,1,1.7859,1,1.51712,1,1.51712,1,1,1,1.45424,1,1.76783,1,1.51184,1,1.51184,1,1,0,98.15,-22.38,-27.47,0,31.01,0,0,-31.01,0,16.9996,2.4,12.505,3.5,0.255732,4.5,2.07506,4.5,19.9995,0,7.15005,2.13083,1.59236
9.75,39,8.5,4,0.45,0.58,0.75,4,10,1,1.46557,1,1.81916,1,1.52532,1,1.52532,1,1,1,1.45874,1,1.7859,1,1.51712,1,1.51712,1,1,1,1.45424,1,1.76783,1,1.51184,1,1.51184,1,1,0,98.15,-22.38,-27.47,0,0,-31.01,31.01,0,0,16.9995,2.4,11.297,3.5,0.251983,4.5,4.55257,4.5,19.9993,0,7.20347,3.37218,1.08712
9.75,39,8.5,4,0.45,0.58,0.75,4,10,1,1.46557,1,1.81916,1,1.52532,1,1.52532,1,1,1,1.45874,1,1.7859,1,1.51712,1,1.51712,1,1,1,1.45424,1,1.76783,1,1.51184,1,1.51184,1,1,0,98.15,-22.38,-27.47,0,0,-31.01,0,-31.01,0,16.9995,2.4,12.0944,3.5,0.252609,4.5,2.14811,4.5,21.595,0,6.08434,2.13875,1.15418
9.75,39,8.5,4,0.45,0.58,0.75,4,10,1,1.46557,1,1.81916,1,1.52532,1,1.52532,1,1,1,1.45874,1,1.7859,1,1.51712,1,1.51712,1,1,1,1.45424,1,1.76783,1,1.51184,1,1.51184,1,1,0,22.38,-98.15,0,27.47,31.01,0,0,-31.01,0,16.9993,2.4,9.26614,3.5,1.60277,4.5,2.2751,4.5,19.9998,0,7.23264,1.94005,2.20924
9.75,39,8.5,4,0.45,0.58,0.75,4,10,1,1.46557,1,1.81916,1,1.52532,1,1.52532,1,1,1,1.45874,1,1.7859,1,1.51712,1,1.51712,1,1,1,1.45424,1,1.76783,1,1.51184,1,1.51184,1,1,0,22.38,-98.15,0,27.47,0,-31.01,0,-31.01,0,16.9936,2.4,10.3571,3.5,3.25879,4.5,2.02526,4.5,20.4629,0,7.1424,0.448149,1.13789
9.75,39,8.5,4,0.45,0.58,0.75,4,10,1,1.46557,1,1.81916,1,1.52532,1,1.52532,1,1,1,1.45874,1,1.7859,1,1.51712,1,1.51712,1,1,1,1.45424,1,1.76783,1,1.51184,1,1.51184,1,1,0,22.38,-98.15,-27.47,0,31.01,0,0,-31.01,0,16.9993,2.4,11.4196,3.5,0.318905,4.5,1.44541,4.5,19.999,0,6.91958,3.9218,1.8056
9.75,39,8.5,4,0.45,0.58,0.75,4,10,1,1.52532,1,1.81916,1,1.52532,1,1.46557,1,1,1,1.51712,1,1.7859,1,1.51712,1,1.45874,1,1,1,1.51184,1,1.76783,1,1.51184,1,1.45424,1,1,0,0,-20.67,-27.47,0,0,-31.11,0,-27.51,0,16.9993,2.2,12.184,3.5,0.25539,2.05,2.78659,6,21.1157,0,6.30754,1.39094,1.515
9.75,39,8.5,4,0.45,0.58,0.75,4,10,1,1.52532,1,1.81916,1,1.52532,1,1.46557,1,1,1,1.51712,1,1.7859,1,1.51712,1,1.45874,1,1,1,1.51184,1,1.76783,1,1.51184,1,1.45424,1,1,0,0,-20.67,-27.47,0,31.11,0,0,-27.51,0,16.9993,2.2,12.7596,3.5,0.485703,2.05,2.42351,6,19.9993,0,6.72682,2.08123,1.51818
9.75,39,8.5,4,0.45,0.58,0.75,4,10,1,1.52532,1,1.81916,1,1.52532,1,1.46557,1,1,1,1.51712,1,1.7859,1,1.51712,1,1.45874,1,1,1,1.51184,1,1.76783,1,1.51184,1,1.45424,1,1,0,20.67,0,0,27.47,0,-31.11,27.51,0,0,16.9965,2.2,10.4799,3.5,3.25879,2.05,2.48052,6,20.5058,0,7.04138,1.81561,1.84763
9.75,39,8.5,4,0.45,0.58,0.75,4,10,1,1.46557,1,1.81916,1,1.52532,1,1.46557,1,1,1,1.45874,1,1.7859,1,1.51712,1,1.45874,1,1,1,1.45424,1,1.76783,1,1.51184,1,1.45424,1,1,0,98.15,-22.38,-27.47,0,0,-31.01,27.51,0,0,16.9996,2.4,11.7413,3.5,0.459437,4.5,4.90049,3.5,19.9995,0,6.49661,2.573,0.916626
9.75,39,8.5,4,0.45,0.58,0.75,4,10,1,1.52532,1,1.81916,1,1.52532,1,1.52532,1,1,1,1.51712,1,1.7859,1,1.51712,1,1.51712,1,1,1,1.51184,1,1.76783,1,1.51184,1,1.51184,1,1,0,0,-20.67,0,27.47,31.01,0,31.01,0,0,16.9997,2.3,7.78971,3.5,3.44074,4.5,3.47324,6,19.9992,0,7.1662,3.81427,1.51895
